Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Runtime,View Rating,IMDb Score,Awards Received,Awards Nominated For,Release Date,Netflix Release Date,Korean content
The Ripper,Thriller,Docuseries,English,Series,7.1,0.5,5.0,5.8,2.0,0.0,1997-12-06 00:00:00.000000000,2020-12-16 00:00:00.000000000,False
How To Ruin Christmas,Drama,Drama Programmes,"Zulu, English, Southern Sotho, Tswana",Series,7.9,1.5,14.0,6.0,0.0,0.0,2020-12-16 00:00:00.000000000,2020-12-16 00:00:00.000000000,False
The Challenge,Comedy,Reality TV,English,Series,6.4,0.5,10.502906976744185,5.3,0.0,0.0,2005-05-18 00:00:00.000000000,2020-12-16 00:00:00.000000000,False
Bwakaw,Drama,Dramas,"Filipino, Tagalog, English",Movie,8.8,2.0,10.502906976744185,6.9,16.0,34.0,2012-09-05 00:00:00.000000000,2020-12-15 00:00:00.000000000,False
Tiny Pretty Things,Drama,US TV Shows,English,Series,4.4,1.5,5.0,5.8,0.0,0.0,2020-12-14 00:00:00.000000000,2020-12-15 00:00:00.000000000,False
Safari,Comedy,Comedies,French,Movie,5.9,1.5,5.0,4.5,0.0,0.0,2009-04-01 00:00:00.000000000,2020-12-15 00:00:00.000000000,False
A California Christmas,Drama,Comedies,English,Movie,4.7,2.0,5.0,5.7,0.0,0.0,2020-12-14 00:00:00.000000000,2020-12-15 00:00:00.000000000,False
The Prom,Documentary,Comedies,German,Movie,8.1,1.5,10.502906976744185,6.3,0.0,0.0,2010-06-01 00:00:00.000000000,2020-12-11 00:00:00.000000000,False
Torbaaz,Drama,Dramas,Hindi,Movie,6.1,0.5,14.0,6.5,0.0,0.0,2020-12-11 00:00:00.000000000,2020-12-11 00:00:00.000000000,False
Giving Voice,Documentary,Social & Cultural Docs,English,Movie,8.3,0.5,2.0,6.7,1.0,0.0,2020-12-11 00:00:00.000000000,2020-12-11 00:00:00.000000000,False
Canvas,Drama,Dramas,English,Movie,7.8,1.5,10.502906976744185,6.6,9.0,1.0,2008-12-12 00:00:00.000000000,2020-12-11 00:00:00.000000000,False
A Trash Truck Christmas,Animation,Children & Family Movies,English,Movie,7.6,0.5,10.502906976744185,5.3,0.0,0.0,2020-12-11 00:00:00.000000000,2020-12-11 00:00:00.000000000,False
Shes the One,Adventure,Dramas,English,Movie,5.7,0.5,10.502906976744185,5.8,0.0,0.0,1965-04-18 00:00:00.000000000,2020-12-10 00:00:00.000000000,False
The Panti Sisters,Comedy,Comedies,"Tagalog, Filipino",Movie,7.6,0.5,10.502906976744185,5.5,3.0,7.0,2019-09-20 00:00:00.000000000,2020-12-10 00:00:00.000000000,False
Just The Way You Are,Comedy,Romantic Movies,English,Movie,7.5,0.5,10.502906976744185,5.9,0.0,0.0,2015-05-09 00:00:00.000000000,2020-12-10 00:00:00.000000000,False
Rose Island,Drama,Comedies,"Italian, French, German",Movie,3.5,0.5,14.0,7.0,0.0,0.0,2020-12-09 00:00:00.000000000,2020-12-09 00:00:00.000000000,False
The Surgeons Cut,Thriller,US TV Shows,English,Series,6.1,1.5,10.502906976744185,4.9,0.0,0.0,1995-01-13 00:00:00.000000000,2020-12-09 00:00:00.000000000,False
"Kalel, 15",Drama,Dramas,"Tagalog, Filipino",Movie,8.6,1.5,5.0,7.3,6.0,15.0,2019-12-18 00:00:00.000000000,2020-12-09 00:00:00.000000000,False
Once Upon a Time,Romance,Romantic TV Dramas,English,Series,3.9,1.5,14.0,7.7,12.0,94.0,2011-10-23 00:00:00.000000000,2020-12-08 00:00:00.000000000,False
Spirit Riding Free: Ride Along Adventure,Drama,Children & Family Films,English,Movie,7.9,0.5,10.502906976744185,5.9,0.0,0.0,2020-12-08 00:00:00.000000000,2020-12-08 00:00:00.000000000,False
Andr̩ & his olive tree,Drama,Social & Cultural Docs,"Swedish, English",Movie,6.7,0.5,12.0,5.4,0.0,2.0,1994-12-25 00:00:00.000000000,2020-12-08 00:00:00.000000000,False
100 Days My Prince,Comedy,TV Dramas,Korean,Series,8.3,0.5,14.0,7.5,2.0,0.0,2018-09-10 00:00:00.000000000,2020-12-07 00:00:00.000000000,True
Detention,Comedy,Drama Programmes,English,Series,2.4,0.5,14.0,5.7,0.0,4.0,2012-04-13 00:00:00.000000000,2020-12-06 00:00:00.000000000,False
Mighty Express: A Mighty Christmas,Animation,Children & Family Movies,English,Movie,7.5,1.5,10.502906976744185,5.0,0.0,0.0,2020-12-05 00:00:00.000000000,2020-12-06 00:00:00.000000000,False
MANK,Drama,Dramas,"English, German, Latin",Movie,3.8,1.5,10.502906976744185,7.1,27.0,167.0,2020-12-04 00:00:00.000000000,2020-12-05 00:00:00.000000000,False
Selena: The Series,Drama,TV Dramas,English,Series,6.9,0.5,14.0,6.6,0.0,0.0,2020-12-04 00:00:00.000000000,2020-12-05 00:00:00.000000000,False
Bhaag Beanie Bhaag,Comedy,TV Comedies,English,Series,5.2,1.5,14.0,4.1,0.0,0.0,2020-12-04 00:00:00.000000000,2020-12-05 00:00:00.000000000,False
Christmas Crossfire,Comedy,Comedies,"German, English",Movie,6.9,1.5,12.0,4.8,0.0,0.0,2020-12-04 00:00:00.000000000,2020-12-05 00:00:00.000000000,False
Captain Underpants Mega Blissmas,Comedy,Comedies,English,Movie,7.5,1.5,14.0,5.2,0.0,0.0,2020-12-04 00:00:00.000000000,2020-12-05 00:00:00.000000000,False
Just Another Christmas,Drama,Comedies,Portuguese,Movie,6.6,0.5,2.0,6.7,0.0,0.0,2020-12-03 00:00:00.000000000,2020-12-03 00:00:00.000000000,False
Chico Bon Bon and the Very Berry Holiday,Animation,Movies Based on Books,English,Movie,7.6,0.5,2.0,5.3,0.0,0.0,2020-12-03 00:00:00.000000000,2020-12-03 00:00:00.000000000,False
Must Be... Love,Comedy,Comedies,"Filipino, Tagalog",Movie,8.2,1.5,10.502906976744185,6.8,0.0,1.0,2013-03-13 00:00:00.000000000,2020-12-03 00:00:00.000000000,False
Between Maybes,Drama,Dramas,"Filipino, Tagalog, Japanese",Movie,8.1,0.5,10.502906976744185,6.3,0.0,0.0,2019-05-24 00:00:00.000000000,2020-12-03 00:00:00.000000000,False
Fierce,Documentary,Comedies,English,Movie,8.9,0.5,10.502906976744185,7.8,0.0,0.0,2016-04-19 00:00:00.000000000,2020-12-02 00:00:00.000000000,False
Hazel Brugger: Tropical,Comedy,Comedies,German,Movie,8.0,0.5,10.502906976744185,6.4,0.0,0.0,2020-12-02 00:00:00.000000000,2020-12-02 00:00:00.000000000,False
Alien Worlds,Documentary,Docuseries,English,Series,8.1,1.5,10.502906976744185,6.3,0.0,0.0,2013-07-10 02:46:41.879537152,2020-12-02 00:00:00.000000000,False
Once Again,Drama,TV Dramas,Hindi,Series,8.1,1.5,14.0,7.0,3.0,0.0,2018-09-01 00:00:00.000000000,2020-12-02 00:00:00.000000000,True
The Holiday Movies That Made Us,Documentary,Docuseries,English,Series,8.3,1.5,5.0,7.2,0.0,0.0,2020-12-01 00:00:00.000000000,2020-12-02 00:00:00.000000000,False
Are You The One,Reality-TV,Reality TV,English,Series,7.4,1.5,5.0,6.5,0.0,2.0,2014-01-21 00:00:00.000000000,2020-12-02 00:00:00.000000000,False
U-Turn,Drama,Horror Movies,Greek,Movie,8.1,1.5,10.502906976744185,6.2,1.0,0.0,1991-09-01 00:00:00.000000000,2020-12-02 00:00:00.000000000,False
Angelas Christmas Wish,Drama,Children & Family Films,English,Movie,8.0,0.5,14.0,6.4,4.0,1.0,1995-01-01 00:00:00.000000000,2020-12-02 00:00:00.000000000,False
The Guest,Action,TV Thrillers,English,Series,3.9,2.0,5.0,6.7,4.0,13.0,2014-09-05 00:00:00.000000000,2020-12-01 00:00:00.000000000,True
The Legend of Secret Pass,Animation,Children & Family Movies,English,Movie,6.7,2.0,5.0,5.0,0.0,0.0,2019-01-15 00:00:00.000000000,2020-12-01 00:00:00.000000000,False
Ava,Drama,Action & Adventure,"English, German, French, Chinese",Movie,2.3,1.5,5.0,5.4,0.0,0.0,2020-09-25 00:00:00.000000000,2020-12-01 00:00:00.000000000,False
Finding Agnes,Drama,Dramas,"Filipino, English",Movie,7.3,1.5,5.0,4.7,0.0,0.0,2020-11-30 00:00:00.000000000,2020-12-01 00:00:00.000000000,False
The Uncanny Counter,Action,Drama Programmes,Korean,Series,8.1,1.5,10.502906976744185,8.1,0.0,0.0,2020-11-28 00:00:00.000000000,2020-11-28 00:00:00.000000000,True
Larry the Cable Guy: Remain Seated,Comedy,Comedies,English,Movie,8.3,1.5,5.0,6.7,0.0,0.0,2020-04-07 00:00:00.000000000,2020-11-28 00:00:00.000000000,False
Stavisky...,Drama,Dramas,"French, English",Movie,8.1,1.5,14.0,6.6,3.0,1.0,1974-05-15 00:00:00.000000000,2020-11-28 00:00:00.000000000,False
The Inheritor,Drama,Social Issue Dramas,"French, Italian",Movie,7.8,1.5,10.502906976744185,6.4,0.0,0.0,1973-10-17 00:00:00.000000000,2020-11-28 00:00:00.000000000,False
The Magnificent One,Comedy,Comedies,English,Movie,6.08953859238785,1.5,10.502906976744185,6.599128216032314,0.0,0.0,1982-11-06 00:00:00.000000000,2020-11-28 00:00:00.000000000,False
The Night Caller,Drama,Action & Adventure,French,Movie,7.0,0.75,14.0,7.0,0.0,0.0,1975-11-21 00:00:00.000000000,2020-11-28 00:00:00.000000000,False
The Professional,Drama,Action & Adventure,French,Movie,3.9,0.5,10.502906976744185,7.5,2.0,1.0,1981-10-21 00:00:00.000000000,2020-11-28 00:00:00.000000000,False
The Vultures,Drama,Comedies,"French, German",Movie,7.3,1.5,10.502906976744185,6.2,0.0,0.0,1984-03-28 00:00:00.000000000,2020-11-28 00:00:00.000000000,False
Love Is a Funny Thing,Drama,Dramas,"French, English",Movie,7.9,0.5,10.502906976744185,6.3,0.0,0.0,1969-12-03 00:00:00.000000000,2020-11-28 00:00:00.000000000,False
Le marginal,Drama,Action & Adventure,French,Movie,6.9,1.5,14.0,6.4,0.0,0.0,1983-10-26 00:00:00.000000000,2020-11-28 00:00:00.000000000,False
Le guignolo,Comedy,Comedies,French,Movie,6.1,2.0,5.0,6.1,0.0,0.0,1980-03-26 00:00:00.000000000,2020-11-28 00:00:00.000000000,False
Lincorrigible,Drama,Comedies,Greek,Movie,6.7,2.0,5.0,5.5,0.0,8.0,2012-02-23 00:00:00.000000000,2020-11-28 00:00:00.000000000,False
Hold-Up,Comedy,Comedies,"English, French",Movie,6.4,2.0,5.0,6.6,0.0,0.0,1985-10-23 00:00:00.000000000,2020-11-28 00:00:00.000000000,False
Happy Easter,Comedy,Comedies,French,Movie,6.8,2.0,5.0,6.4,0.0,0.0,1984-10-24 00:00:00.000000000,2020-11-28 00:00:00.000000000,False
Cop or Hood,Drama,Comedies,French,Movie,7.1,2.0,10.502906976744185,6.7,1.0,1.0,1979-03-28 00:00:00.000000000,2020-11-28 00:00:00.000000000,False
Cartouche,Drama,Comedies,French,Movie,6.9,2.0,5.0,6.6,0.0,1.0,1964-07-21 00:00:00.000000000,2020-11-28 00:00:00.000000000,False
Body of My Enemy,Drama,Dramas,French,Movie,7.6,2.0,5.0,6.7,0.0,0.0,1976-10-13 00:00:00.000000000,2020-11-28 00:00:00.000000000,False
Ace of Aces,Comedy,Comedies,"German, French",Movie,7.2,2.0,5.0,6.7,0.0,0.0,1982-10-27 00:00:00.000000000,2020-11-28 00:00:00.000000000,False
Fabulous Lives of Bollywood Wives,Reality-TV,Reality TV,Hindi,Series,3.3,1.5,10.502906976744185,3.6,0.0,0.0,2020-11-27 00:00:00.000000000,2020-11-27 00:00:00.000000000,False
Mosul,Documentary,Dramas,"English, Arabic",Movie,7.6,0.5,10.502906976744185,8.3,3.0,2.0,2019-04-12 00:00:00.000000000,2020-11-27 00:00:00.000000000,False
Unexpectedly Yours,Comedy,Comedies,"Filipino, Tagalog",Movie,8.4,1.5,14.0,6.9,0.0,9.0,2017-12-08 00:00:00.000000000,2020-11-27 00:00:00.000000000,False
Fantastica,Comedy,Comedies,"Tagalog, Filipino",Movie,7.0,1.5,10.502906976744185,4.1,0.0,5.0,2018-12-28 00:00:00.000000000,2020-11-27 00:00:00.000000000,False
The Call,Drama,Crime Thrillers,English,Movie,2.7,1.5,12.0,6.7,1.0,11.0,2013-03-15 00:00:00.000000000,2020-11-27 00:00:00.000000000,True
The Beast,Drama,Action & Adventure,"French, Italian, English",Movie,6.0,1.5,5.0,5.7,0.0,0.0,1977-04-15 00:00:00.000000000,2020-11-27 00:00:00.000000000,False
A Go! Go! Cory Carson Christmas,Animation,Children & Family Movies,English,Movie,8.1,1.5,10.502906976744185,6.2,0.0,0.0,2020-11-27 00:00:00.000000000,2020-11-27 00:00:00.000000000,False
Valentino,Drama,TV Comedies,English,Series,6.7,0.5,10.502906976744185,6.1,0.0,4.0,1977-10-04 00:00:00.000000000,2020-11-24 00:00:00.000000000,False
Notes for My Son,Drama,Dramas,Spanish,Movie,7.8,1.5,10.502906976744185,6.2,0.0,0.0,2020-11-24 00:00:00.000000000,2020-11-24 00:00:00.000000000,False
Hillbilly Elegy,Drama,Dramas,English,Movie,2.7,2.0,5.0,6.8,1.0,15.0,2020-11-24 00:00:00.000000000,2020-11-24 00:00:00.000000000,False
Dragons: Rescue Riders: Huttsgalor Holiday,Animation,Comedies,English,Movie,8.0,1.5,10.502906976744185,6.0,0.0,0.0,2020-11-24 00:00:00.000000000,2020-11-24 00:00:00.000000000,False
Andhaghaaram,Thriller,Indian Movies,Tamil,Movie,7.4,1.5,10.502906976744185,7.6,0.0,0.0,2020-11-24 00:00:00.000000000,2020-11-24 00:00:00.000000000,False
Shawn Mendes: In Wonder,Documentary,US Movies,English,Movie,6.9,1.5,12.0,6.5,0.0,0.0,2020-11-23 00:00:00.000000000,2020-11-23 00:00:00.000000000,False
The Suit,Drama,Comedies,Russian,Movie,8.1,1.5,10.502906976744185,6.6,4.0,7.0,2003-04-30 00:00:00.000000000,2020-11-23 00:00:00.000000000,False
Voices of Fire,Music,US TV Shows,English,Series,8.3,2.0,10.502906976744185,6.9,0.0,0.0,2020-11-20 00:00:00.000000000,2020-11-21 00:00:00.000000000,False
Mismatched,Drama,TV Dramas,Hindi,Series,6.3,1.5,14.0,5.4,0.0,0.0,2020-11-20 00:00:00.000000000,2020-11-21 00:00:00.000000000,False
If Anything Happens I Love You,Drama,Dramas,None,Movie,5.5,0.5,14.0,7.9,15.0,6.0,2020-03-07 00:00:00.000000000,2020-11-21 00:00:00.000000000,False
Alien Xmas,Comedy,US Movies,English,Movie,7.6,0.5,13.0,6.2,0.0,0.0,2020-11-20 00:00:00.000000000,2020-11-21 00:00:00.000000000,False
The Princess Switch: Switched Again,Drama,Dramas,English,Movie,3.9,0.5,10.502906976744185,5.3,0.0,0.0,2020-11-19 00:00:00.000000000,2020-11-20 00:00:00.000000000,False
My Amnesia Girl,Comedy,Romantic Movies,"Filipino, Tagalog, English",Movie,8.6,0.5,10.502906976744185,6.8,0.0,3.0,2010-11-24 00:00:00.000000000,2020-11-19 00:00:00.000000000,False
Three Words to Forever,Drama,Comedies,"Tagalog, Filipino",Movie,8.7,0.5,10.502906976744185,7.5,0.0,0.0,2018-12-07 00:00:00.000000000,2020-11-19 00:00:00.000000000,False
Holiday Home Makeover with Mr. Christmas,Reality-TV,Reality TV,English,Series,7.7,0.5,10.502906976744185,5.7,0.0,0.0,2020-11-18 00:00:00.000000000,2020-11-19 00:00:00.000000000,False
Kevin Hart: Zero F**ks Given,Comedy,Comedies,English,Movie,6.7,1.5,12.0,6.0,0.0,0.0,2020-11-17 00:00:00.000000000,2020-11-18 00:00:00.000000000,False
We Are the Champions,Comedy,US TV Shows,Danish,Series,7.4,0.5,14.0,5.0,1.0,1.0,2005-03-11 00:00:00.000000000,2020-11-18 00:00:00.000000000,False
The Life Ahead,Drama,Dramas,"Italian, Spanish, Hebrew, Romanian",Movie,4.5,1.5,14.0,6.8,8.0,24.0,2020-11-13 00:00:00.000000000,2020-11-13 00:00:00.000000000,False
Jingle Jangle: A Christmas Journey,Family,US Movies,English,Movie,3.3,0.5,10.502906976744185,6.5,0.0,16.0,2020-11-13 00:00:00.000000000,2020-11-13 00:00:00.000000000,False
Ludo,Thriller,Comedies,Bengali,Movie,6.0,1.5,14.0,2.8,0.0,0.0,2016-11-22 00:00:00.000000000,2020-11-13 00:00:00.000000000,False
Ethos,Documentary,TV Dramas,English,Series,7.9,1.5,12.0,7.5,0.0,0.0,2011-02-10 00:00:00.000000000,2020-11-13 00:00:00.000000000,False
Scandal in Sorrento,Comedy,Comedies,"Italian, French",Movie,7.4,0.5,10.502906976744185,6.5,3.0,0.0,1955-12-22 00:00:00.000000000,2020-11-13 00:00:00.000000000,False
The Liberator,Drama,TV Dramas,"Spanish, English, French",Series,5.1,1.5,10.502906976744185,6.8,1.0,3.0,2014-07-24 00:00:00.000000000,2020-11-12 00:00:00.000000000,False
Trial 4,Crime,US TV Shows,English,Series,8.0,0.5,10.502906976744185,7.4,0.0,0.0,2020-11-11 00:00:00.000000000,2020-11-12 00:00:00.000000000,False
Aunty Donnas Big Ol House of Fun,Comedy,TV Comedies,English,Series,9.4,1.5,12.0,8.8,0.0,0.0,2016-02-11 00:00:00.000000000,2020-11-12 00:00:00.000000000,False
A Queen Is Born,Reality-TV,Reality TV,English,Series,6.08953859238785,0.5,14.0,6.599128216032314,0.0,0.0,1953-03-29 00:00:00.000000000,2020-11-12 00:00:00.000000000,False
What We Wanted,Drama,Dramas,German,Movie,7.3,1.5,10.502906976744185,5.8,0.0,0.0,2020-11-11 00:00:00.000000000,2020-11-12 00:00:00.000000000,False
First Love,Comedy,Dramas,Japanese,Movie,6.2,1.5,14.0,6.8,0.0,10.0,2020-02-14 00:00:00.000000000,2020-11-12 00:00:00.000000000,False
A Very Special Love,Comedy,Romantic Movies,"Filipino, Tagalog, English",Movie,8.5,0.5,10.502906976744185,6.7,0.0,19.0,2008-07-30 00:00:00.000000000,2020-11-12 00:00:00.000000000,False
Trash Truck,Animation,TV Cartoons,English,Series,9.1,0.5,12.0,8.4,0.0,0.0,2020-11-10 00:00:00.000000000,2020-11-11 00:00:00.000000000,False
DASH & LILY,Drama,TV Dramas,English,Series,6.1,0.5,10.502906976744185,2.2,0.0,0.0,2009-04-26 00:00:00.000000000,2020-11-11 00:00:00.000000000,False
A Lion in the House,Documentary,US Movies,English,Series,9.6,1.5,5.0,8.7,1.0,3.0,2006-07-28 00:00:00.000000000,2020-11-10 00:00:00.000000000,False
Girls Revenge,Drama,Dramas,English,Movie,4.1,1.5,5.0,8.1,64.0,187.0,2014-10-03 00:00:00.000000000,2020-11-07 00:00:00.000000000,False
Citation,Drama,Dramas,"English, Wolof, French, Yoruba",Movie,7.6,1.5,13.0,6.0,0.0,0.0,2020-11-06 00:00:00.000000000,2020-11-07 00:00:00.000000000,False
Wrong Kind of Black,Drama,TV Dramas,English,Series,8.6,1.5,13.0,7.2,1.0,0.0,2013-07-10 02:46:41.879537152,2020-11-06 00:00:00.000000000,False
The SpongeBob Movie: Sponge on the Run,Comedy,Comedies,"English, Spanish",Movie,3.5,1.5,5.0,6.0,0.0,0.0,2021-03-04 00:00:00.000000000,2020-11-05 00:00:00.000000000,False
Operation Christmas Drop,Comedy,Comedies,English,Movie,3.1,2.0,5.0,5.8,0.0,0.0,2020-11-05 00:00:00.000000000,2020-11-05 00:00:00.000000000,False
Carmel: Who Killed Maria Marta?,Crime,Docuseries,Spanish,Series,7.8,0.5,14.0,7.1,0.0,0.0,2020-11-05 00:00:00.000000000,2020-11-05 00:00:00.000000000,False
Paranormal,Mystery,TV Shows Based on Books,English,Series,3.6,1.5,10.502906976744185,6.3,3.0,12.0,2009-10-16 00:00:00.000000000,2020-11-05 00:00:00.000000000,False
The Secret: Dare to Dream,Drama,Dramas,English,Movie,3.1,1.5,10.502906976744185,6.4,0.0,1.0,2020-07-31 00:00:00.000000000,2020-11-05 00:00:00.000000000,False
Love & Anarchy,Drama,TV Dramas,"English, French",Series,2.5,0.5,10.502906976744185,6.1,2.0,1.0,2015-10-30 00:00:00.000000000,2020-11-05 00:00:00.000000000,False
One More Try,Drama,Dramas,"English, Filipino, Tagalog",Movie,7.6,1.5,14.0,6.1,10.0,35.0,2012-12-25 00:00:00.000000000,2020-11-05 00:00:00.000000000,False
Alone/Together,Drama,Dramas,"Filipino, Tagalog",Movie,8.0,2.0,10.502906976744185,6.9,0.0,0.0,2019-02-13 00:00:00.000000000,2020-11-05 00:00:00.000000000,False
Miss India,Drama,Dramas,"Telugu, Tamil",Movie,6.0,0.5,14.0,3.3,0.0,0.0,2020-11-04 00:00:00.000000000,2020-11-04 00:00:00.000000000,False
MOTHER,Drama,Dramas,Korean,Movie,4.2,0.5,14.0,7.8,44.0,46.0,2009-05-28 00:00:00.000000000,2020-11-04 00:00:00.000000000,True
Chappelles Show,Comedy,TV Comedies,English,Series,3.0,0.5,10.502906976744185,8.5,3.0,5.0,2019-08-26 00:00:00.000000000,2020-11-03 00:00:00.000000000,False
Broadcasting Christmas,Drama,Comedies,English,Movie,6.8,0.5,10.502906976744185,6.1,0.0,0.0,2016-11-23 00:00:00.000000000,2020-11-01 00:00:00.000000000,False
A Belle for Christmas,Drama,Comedies,English,Movie,7.0,0.5,14.0,4.9,0.0,0.0,2014-11-04 00:00:00.000000000,2020-11-01 00:00:00.000000000,False
Swedish Dicks,Comedy,US TV Programmes,"English, Swedish",Series,7.0,1.5,5.0,6.7,0.0,1.0,2017-08-09 00:00:00.000000000,2020-11-01 00:00:00.000000000,False
Christmas Land,Drama,Dramas,English,Movie,6.1,2.0,5.0,5.9,0.0,0.0,2015-12-20 00:00:00.000000000,2020-11-01 00:00:00.000000000,False
My Christmas Inn,Drama,US Movies,English,Movie,5.8,0.5,14.0,5.6,0.0,0.0,2018-11-21 00:00:00.000000000,2020-11-01 00:00:00.000000000,False
Christmas Wonderland,Drama,US Movies,English,Movie,5.9,0.5,10.502906976744185,5.9,0.0,0.0,2018-12-01 00:00:00.000000000,2020-11-01 00:00:00.000000000,False
Christmas Made To Order,Romance,Comedies,English,Movie,5.1,0.5,5.0,5.7,0.0,0.0,2018-12-23 00:00:00.000000000,2020-11-01 00:00:00.000000000,False
Love in Lapland,Drama,Comedies,"French, Swedish, English",Movie,7.9,2.0,10.502906976744185,6.0,0.0,0.0,2017-12-08 00:00:00.000000000,2020-10-30 00:00:00.000000000,False
Pagpag: Nine Lives,Horror,Horror Movies,"Filipino, Tagalog",Movie,7.0,1.5,10.502906976744185,5.5,4.0,26.0,2013-12-25 00:00:00.000000000,2020-10-30 00:00:00.000000000,False
Rogue City,Drama,Dramas,French,Movie,4.9,1.5,10.502906976744185,6.1,0.0,0.0,2020-10-30 00:00:00.000000000,2020-10-30 00:00:00.000000000,False
Guillermo Vilas: Settling the Score,Documentary,Social & Cultural Docs,"Spanish, English",Movie,8.3,1.5,10.502906976744185,7.1,0.0,0.0,2020-10-27 00:00:00.000000000,2020-10-30 00:00:00.000000000,False
Blood of Zeus,Action,US TV Shows,English,Series,3.8,1.5,5.0,7.6,0.0,0.0,2020-10-27 00:00:00.000000000,2020-10-30 00:00:00.000000000,False
Secrets of the Saqqara Tomb,Documentary,US Movies,"English, Arabic",Movie,6.4,1.5,14.0,7.3,0.0,0.0,2020-10-28 00:00:00.000000000,2020-10-30 00:00:00.000000000,False
Kaali Khuhi,Drama,Indian Movies,Hindi,Movie,6.2,1.5,10.502906976744185,3.4,0.0,0.0,2020-10-30 00:00:00.000000000,2020-10-30 00:00:00.000000000,False
His House,Drama,Drama,"English, Dinka",Movie,3.4,1.5,10.502906976744185,6.5,4.0,20.0,2020-10-30 00:00:00.000000000,2020-10-30 00:00:00.000000000,False
Holidate,Reality-TV,Comedies,English,Movie,8.4,0.5,14.0,6.9,0.0,0.0,2013-07-10 02:46:41.879537152,2020-10-30 00:00:00.000000000,False
The Queens Gambit,Drama,TV Dramas,"English, German, French",Series,4.3,1.5,14.0,7.3,96.0,97.0,2006-11-17 00:00:00.000000000,2020-10-23 00:00:00.000000000,False
Move,Comedy,Docuseries,German,Series,6.6,0.5,14.0,6.7,0.0,8.0,2012-10-04 00:00:00.000000000,2020-10-23 00:00:00.000000000,False
Barbarians,Drama,TV Dramas,Serbian,Series,7.5,1.5,12.0,5.5,4.0,3.0,2014-09-04 00:00:00.000000000,2020-10-23 00:00:00.000000000,False
A Suitable Boy,Drama,TV Dramas,English,Series,5.9,2.0,10.502906976744185,5.8,1.0,1.0,2020-12-07 00:00:00.000000000,2020-10-23 00:00:00.000000000,False
Over the Moon,Comedy,US Movies,"Italian, English",Movie,7.1,1.5,5.0,5.6,0.0,0.0,1940-03-29 00:00:00.000000000,2020-10-23 00:00:00.000000000,False
VIP,Drama,TV Dramas,Korean,Series,8.8,1.5,5.0,7.7,0.0,0.0,2019-10-28 00:00:00.000000000,2020-10-22 00:00:00.000000000,True
Doctor John,Drama,TV Dramas,Korean,Series,8.8,2.0,13.0,8.2,1.0,0.0,2019-07-19 00:00:00.000000000,2020-10-22 00:00:00.000000000,True
Cadaver,Horror,Social Issue Dramas,Thai,Movie,7.5,0.5,14.0,5.1,0.0,0.0,2006-08-24 00:00:00.000000000,2020-10-22 00:00:00.000000000,False
Rebecca,Drama,Dramas,"English, French",Movie,4.5,0.5,14.0,8.1,7.0,10.0,1940-04-12 00:00:00.000000000,2020-10-21 00:00:00.000000000,False
The Hows of Us,Drama,Dramas,"Filipino, Tagalog, English",Movie,7.6,1.5,14.0,7.3,3.0,16.0,2018-09-07 00:00:00.000000000,2020-10-21 00:00:00.000000000,False
Exes Baggage,Drama,Dramas,"Filipino, Tagalog",Movie,8.2,0.5,10.502906976744185,6.7,0.0,5.0,2018-10-05 00:00:00.000000000,2020-10-21 00:00:00.000000000,False
Bending the Arc,Documentary,US Movies,English,Movie,9.2,0.5,14.0,7.7,1.0,1.0,2017-10-06 00:00:00.000000000,2020-10-21 00:00:00.000000000,False
